Categoria;HTO;Precursor_PT;Precursor_EN;WeakSignal;Report;Text
Tecnico;defeito crítico no sistema/miscalibrated equipment;equipamento mal calibrado;miscalibrated equipment;unexpected system behavior observed (0.53);Relatorio-P-34.pdf;"Em condições normais de operação as variações de tensão na rede de geração principal não 
podem causar falhas ou avarias nos equipamentos de bordo, especialmente naqueles que 
constituem sistemas essenciais para a operação da Unidade."
Tecnico;defeito crítico no sistema/critical system defect;defeito crítico no sistema;critical system defect;unexpected system behavior observed (0.58);Relatorio-P-34.pdf;"É importante ressaltar que uma eventual falha nesses 
reguladores pode causar uma oscilação tensão como a que iniciou a cadeia de eventos 
ora em análise;"
Tecnico;falha hidráulica/critical system defect;defeito crítico no sistema;critical system defect;recurrent minor faults (0.50);Relatorio-P-34.pdf;"É importante ressaltar que uma eventual falha nesses 
reguladores pode causar uma oscilação tensão como a que iniciou a cadeia de eventos 
ora em análise;"
Tecnico;ruptura de tubulação/hydraulic failure;falha hidráulica;hydraulic failure;recurring manual reset of safety valve (0.63);Relatorio-P-34.pdf;"Com o retorno das estações ""master"" da ECOS e a constatação de que todas as válvulas 
estavam abertas e de que a pressão hidráulica nos acumuladores no sistema de controle das 
válvulas havia sido esgotado, uma equipe de técnicos da Unidade foi deslocada para o convés 
principal a fim de executar o fechamento das válvulas utilizando bombas hidráulicas manuais 
(ver figura 6-9)."
Tecnico;falha hidráulica/pipe rupture;ruptura de tubulação;pipe rupture;recurring manual reset of safety valve (0.63);Relatorio-P-34.pdf;"Com o retorno das estações ""master"" da ECOS e a constatação de que todas as válvulas 
estavam abertas e de que a pressão hidráulica nos acumuladores no sistema de controle das 
válvulas havia sido esgotado, uma equipe de técnicos da Unidade foi deslocada para o convés 
principal a fim de executar o fechamento das válvulas utilizando bombas hidráulicas manuais 
(ver figura 6-9)."
Tecnico;falha hidráulica/hydraulic failure;falha hidráulica;hydraulic failure;recurring manual reset of safety valve (0.62);Relatorio-P-34.pdf;"21
adernamento, em função do tempo transcorrido entre a abertura das válvulas e a verificação da 
necessidade de energizar o sistema hidráulico de controle das válvulas."
Tecnico;ruptura de tubulação/hydraulic failure;falha hidráulica;hydraulic failure;recurring manual reset of safety valve (0.58);Relatorio-P-34.pdf;"O comando para fechamento das válvulas através da ECOS foi 
ineficaz, pois o sistema hidráulico de controle das válvulas, dependente da geração principal, 
permanecia desenergizado e os acumuladores de óleo hidráulico do sistema que comanda as 
válvulas haviam sido esgotados quando da abertura das mesmas."
Tecnico;falha hidráulica/pipe rupture;ruptura de tubulação;pipe rupture;recurring manual reset of safety valve (0.58);Relatorio-P-34.pdf;"Na partida do gerador de emergência também se observou que a pressão nos acumuladores 
hidráulicos de comando das válvulas caiu, indicando que eles estavam atuando para efetuar a 
abertura das válvulas."
Tecnico;pane elétrica/hydraulic failure;falha hidráulica;hydraulic failure;recurring manual reset of safety valve (0.58);Relatorio-P-34.pdf;"Na partida do gerador de emergência também se observou que a pressão nos acumuladores 
hidráulicos de comando das válvulas caiu, indicando que eles estavam atuando para efetuar a 
abertura das válvulas."
Tecnico;falha hidráulica/electrical fault;pane elétrica;electrical fault;recurring manual reset of safety valve (0.58);Relatorio-P-34.pdf;"Com a partida do gerador de emergência e o restabelecimento da energia de 120 Vca, o cartão 
relé no CLP volta a ser alimentado, possibilitando o Controlador Lógico Programável enviar os 
sinais de abertura ou fechamento das válvulas dos tanques em função dos comandos 
recebidos."
Tecnico;pane elétrica/hydraulic failure;falha hidráulica;hydraulic failure;recurring manual reset of safety valve (0.55);Relatorio-P-34.pdf;"13/10/2002
------ 
Tentativa de executar o ""back feeding"", para energizar o painel principal 
de distribuição de energia e tornar operativo o sistema hidráulico de 
controle das válvulas."
Tecnico;quebra de equipamento/electrical fault;pane elétrica;electrical fault;recurring manual reset of safety valve (0.54);Relatorio-P-34.pdf;"• 
Listagem com indicação de posição (aberta/fechada) das válvulas dos tanques de 
carga e de lastro encontrada no momento em que a primeira equipe de socorro 
embarcou na Unidade;  
• 
Cópia das Permissões de Trabalho emitidas nos dias 12 e 13/10/2002;  
• 
Balanço Elétrico atualizado da P-XXXIV (documento ""Estudo da Queda de Tensão 
Instantânea do Gerador e desenho ""Eletrical One Line Diagram (Power System)"" (DE-
3010 01-25140-946-PEP-001 – Ver."
Tecnico;equipamento mal calibrado/equipment breakdown;quebra de equipamento;equipment breakdown;recurring manual reset of safety valve (0.54);Relatorio-P-34.pdf;"• 
Listagem com indicação de posição (aberta/fechada) das válvulas dos tanques de 
carga e de lastro encontrada no momento em que a primeira equipe de socorro 
embarcou na Unidade;  
• 
Cópia das Permissões de Trabalho emitidas nos dias 12 e 13/10/2002;  
• 
Balanço Elétrico atualizado da P-XXXIV (documento ""Estudo da Queda de Tensão 
Instantânea do Gerador e desenho ""Eletrical One Line Diagram (Power System)"" (DE-
3010 01-25140-946-PEP-001 – Ver."
Tecnico;falha hidráulica/miscalibrated equipment;equipamento mal calibrado;miscalibrated equipment;recurring manual reset of safety valve (0.54);Relatorio-P-34.pdf;"• 
Listagem com indicação de posição (aberta/fechada) das válvulas dos tanques de 
carga e de lastro encontrada no momento em que a primeira equipe de socorro 
embarcou na Unidade;  
• 
Cópia das Permissões de Trabalho emitidas nos dias 12 e 13/10/2002;  
• 
Balanço Elétrico atualizado da P-XXXIV (documento ""Estudo da Queda de Tensão 
Instantânea do Gerador e desenho ""Eletrical One Line Diagram (Power System)"" (DE-
3010 01-25140-946-PEP-001 – Ver."
Tecnico;ruptura de tubulação/hydraulic failure;falha hidráulica;hydraulic failure;recurring manual reset of safety valve (0.53);Relatorio-P-34.pdf;"A abertura das válvulas foi executada pelos acumuladores de óleo hidráulico do sistema que 
comanda as válvulas, tendo em vista que as bombas da unidade hidráulica encontravam-se 
desenergizadas pela queda da geração principal."
Tecnico;vazamento de gás/pipe rupture;ruptura de tubulação;pipe rupture;recurring manual reset of safety valve (0.53);Relatorio-P-34.pdf;"A abertura das válvulas foi executada pelos acumuladores de óleo hidráulico do sistema que 
comanda as válvulas, tendo em vista que as bombas da unidade hidráulica encontravam-se 
desenergizadas pela queda da geração principal."
Tecnico;equipamento mal calibrado/gas leak;vazamento de gás;gas leak;recurring manual reset of safety valve (0.53);Relatorio-P-34.pdf;"A abertura das válvulas foi executada pelos acumuladores de óleo hidráulico do sistema que 
comanda as válvulas, tendo em vista que as bombas da unidade hidráulica encontravam-se 
desenergizadas pela queda da geração principal."
Tecnico;equipamento mal calibrado/miscalibrated equipment;equipamento mal calibrado;miscalibrated equipment;recurring manual reset of safety valve (0.53);Relatorio-P-34.pdf;"30
8.4 - Revisão das UPS 
A investigação mostrou que o conjunto de transformador/abaixador/estabilizador de tensão do 
equipamento UPS responsável pela alimentação de sistemas vitais para os controles e 
operações de bordo, é sensível à variação de tensão como a que deu início à cadeia de 
eventos do acidente."
Tecnico;quebra de equipamento/miscalibrated equipment;equipamento mal calibrado;miscalibrated equipment;unexpected noise from equipment (0.50);Relatorio-P-34.pdf;"30
8.4 - Revisão das UPS 
A investigação mostrou que o conjunto de transformador/abaixador/estabilizador de tensão do 
equipamento UPS responsável pela alimentação de sistemas vitais para os controles e 
operações de bordo, é sensível à variação de tensão como a que deu início à cadeia de 
eventos do acidente."
Tecnico;quebra de equipamento/equipment breakdown;quebra de equipamento;equipment breakdown;recurring manual reset of safety valve (0.53);Relatorio-P-34.pdf;"30
8.4 - Revisão das UPS 
A investigação mostrou que o conjunto de transformador/abaixador/estabilizador de tensão do 
equipamento UPS responsável pela alimentação de sistemas vitais para os controles e 
operações de bordo, é sensível à variação de tensão como a que deu início à cadeia de 
eventos do acidente."
Tecnico;falha hidráulica/equipment breakdown;quebra de equipamento;equipment breakdown;unexpected noise from equipment (0.50);Relatorio-P-34.pdf;"30
8.4 - Revisão das UPS 
A investigação mostrou que o conjunto de transformador/abaixador/estabilizador de tensão do 
equipamento UPS responsável pela alimentação de sistemas vitais para os controles e 
operações de bordo, é sensível à variação de tensão como a que deu início à cadeia de 
eventos do acidente."
Tecnico;ruptura de tubulação/hydraulic failure;falha hidráulica;hydraulic failure;recurring manual reset of safety valve (0.51);Relatorio-P-34.pdf;"1"" na figura 6.1);  
• 
painel de condicionamento de sinal de posição das válvulas hidráulicas das barreiras 
de segurança intrínseca (""Painel Seg."
Tecnico;pane elétrica/pipe rupture;ruptura de tubulação;pipe rupture;recurring manual reset of safety valve (0.51);Relatorio-P-34.pdf;"1"" na figura 6.1);  
• 
painel de condicionamento de sinal de posição das válvulas hidráulicas das barreiras 
de segurança intrínseca (""Painel Seg."
Tecnico;defeito crítico no sistema/electrical fault;pane elétrica;electrical fault;recurring manual reset of safety valve (0.51);Relatorio-P-34.pdf;"Em função da variação de tensão da geração principal mencionada no item anterior, às 14:48 h 
do dia 13/10/2002, ocorreu uma falha no sistema de geração de energia de 24 Vcc, 
especificamente no retificador/carregador do banco de baterias ""B"", equipamento vital para o 
funcionamento do painel de controle dos geradores principais e de emergência e do painel de 
condicionamento de sinal de posição das válvulas hidráulicas das barreiras de segurança 
intrínseca."
Tecnico;falha hidráulica/critical system defect;defeito crítico no sistema;critical system defect;recurring manual reset of safety valve (0.51);Relatorio-P-34.pdf;"Em função da variação de tensão da geração principal mencionada no item anterior, às 14:48 h 
do dia 13/10/2002, ocorreu uma falha no sistema de geração de energia de 24 Vcc, 
especificamente no retificador/carregador do banco de baterias ""B"", equipamento vital para o 
funcionamento do painel de controle dos geradores principais e de emergência e do painel de 
condicionamento de sinal de posição das válvulas hidráulicas das barreiras de segurança 
intrínseca."
Tecnico;defeito crítico no sistema/hydraulic failure;falha hidráulica;hydraulic failure;recurring manual reset of safety valve (0.50);Relatorio-P-34.pdf;"2"" na figura 6.1);  
• 
válvulas solenóides;  
• 
indicadores de posição das válvulas hidráulicas."
Tecnico;equipamento mal calibrado/critical system defect;defeito crítico no sistema;critical system defect;unexpected system behavior observed (0.53);Relatorio-P-34.pdf;"A ocorrência desses fatos em curto espaço de tempo, 
sinalizam a provável existência de problemas nesse sistema e/ou nos equipamentos a ele 
associados."
